treat,econ_hard,depress1,sex,age,occp,marital,nonwhite,educ,income,job_seek,depress2,work1,comply,control,job_dich,job_disc,depress,education,educationA,educationB
1,3.32999992370605,1.54999995231628,0,23.2273979187012,operatives/kindred wrks,nevmarr,white0,somcol,lt15k,5,1.18181812763214,psyemp,0,treat,1,4,-0.368181824684143,B,B,A
0,2,1.63999998569489,0,58.4767112731934,manegerial,married,white0,somcol,50k+,4.5,1.54545450210571,psyump,0,control,1,4,-0.0945454835891724,B,B,A
1,2,1,1,42.1342468261719,clerical/kindred,married,white0,highsc,50k+,4,1.09090912342072,psyump,0,treat,1,3,0.0909091234207153,A,A,A
1,1,1.36000001430511,1,44.3205490112305,professionals,married,white0,gradwk,50k+,4.16666650772095,1.09090912342072,psyump,1,treat,1,3,-0.269090890884399,C,B,B
1,2.67000007629395,1,1,23.9178085327148,clerical/kindred,nevmarr,white0,somcol,15t24k,3.5,1.27272725105286,psyump,1,treat,0,3,0.272727251052856,B,B,A
1,3,2.1800000667572,1,43.6054801940918,clerical/kindred,married,white0,highsc,40t49k,4,1.90909087657928,psyump,1,treat,1,3,-0.270909190177918,A,A,A
1,3,1.63999998569489,1,28.3534240722656,clerical/kindred,married,white0,highsc,25t39k,4.16666650772095,1.45454549789429,psyemp,0,treat,1,3,-0.185454487800598,A,A,A
1,2.32999992370605,2.26999998092651,1,28.5917816162109,manegerial,nevmarr,white0,bach,40t49k,4.33333349227905,1.54545450210571,psyemp,1,treat,1,3,-0.724545478820801,C,B,B
1,4.32999992370605,2.8199999332428,0,29.739725112915,manegerial,nevmarr,white0,gradwk,15t24k,4.16666650772095,2.36363625526428,psyump,1,treat,1,3,-0.456363677978516,C,B,B
1,2.32999992370605,1.45000004768372,0,29.9424648284912,laborers/service wrks,nevmarr,white0,highsc,lt15k,3.33333325386047,2,psyump,0,treat,0,2,0.549999952316284,A,A,A
1,3.32999992370605,1.26999998092651,0,39.4602737426758,professionals,married,white0,gradwk,50k+,3.5,2.18181824684143,psyump,0,treat,0,3,0.911818265914917,C,B,B
1,2.32999992370605,1.0900000333786,0,54.0821914672852,professionals,married,white0,highsc,50k+,3.66666674613953,1,psyump,1,treat,0,3,-0.0900000333786011,A,A,A
1,3,2.26999998092651,0,44.712329864502,professionals,married,white0,gradwk,50k+,3.83333325386047,2.36363625526428,psyump,1,treat,0,3,0.0936362743377686,C,B,B
1,3.32999992370605,2.35999989509583,0,31.0575351715088,craftsmen/foremen/kindred,married,white0,somcol,15t24k,3.66666674613953,2.27272725105286,psyemp,0,treat,0,3,-0.0872726440429688,B,B,A
1,2.67000007629395,1.63999998569489,0,35.4712333679199,operatives/kindred wrks,married,white0,highsc,15t24k,4.33333349227905,1.18181812763214,psyump,1,treat,1,3,-0.458181858062744,A,A,A
0,2.67000007629395,1.17999994754791,0,45.5178070068359,manegerial,married,white0,somcol,lt15k,3.5,1.81818187236786,psyump,0,control,0,3,0.638181924819946,B,B,A
1,4,2,1,53.1479454040527,professionals,nevmarr,white0,bach,25t39k,5,1.90909087657928,psyemp,1,treat,1,4,-0.0909091234207153,C,B,B
1,4.32999992370605,2.26999998092651,1,28.6109580993652,manegerial,married,white0,gradwk,15t24k,4.5,4.45454549789429,psyemp,0,treat,1,4,2.18454551696777,C,B,B
1,2.67000007629395,2.26999998092651,1,31.8109588623047,clerical/kindred,married,white0,highsc,50k+,3.66666674613953,1.54545450210571,psyemp,1,treat,0,3,-0.724545478820801,A,A,A
0,2.32999992370605,1.63999998569489,1,41.638355255127,clerical/kindred,married,white0,highsc,25t39k,4.5,1.63636362552643,psyump,0,control,1,4,-0.00363636016845703,A,A,A
1,1.33000004291534,1.45000004768372,0,49.2000007629395,sales workers,married,white0,bach,40t49k,4.33333349227905,1.45454549789429,psyump,1,treat,1,3,0.00454545021057129,C,B,B
0,1.33000004291534,1.82000005245209,0,20.4246578216553,laborers/service wrks,nevmarr,white0,highsc,25t39k,4,1.36363637447357,psyemp,0,control,1,3,-0.456363677978516,A,A,A
1,2.32999992370605,1.36000001430511,0,40.2739715576172,operatives/kindred wrks,divrcd,white0,somcol,lt15k,5,1.18181812763214,psyemp,0,treat,1,4,-0.178181886672974,B,B,A
1,3,1.26999998092651,0,27.0109596252441,professionals,married,white0,gradwk,50k+,5,1.45454549789429,psyump,0,treat,1,4,0.184545516967773,C,B,B
1,3.67000007629395,2.54999995231628,0,40.4082183837891,operatives/kindred wrks,married,non.white1,somcol,40t49k,3.83333325386047,2.09090900421143,psyump,0,treat,0,3,-0.459090948104858,B,B,A
1,3,2.64000010490418,1,33.4465751647949,clerical/kindred,married,non.white1,somcol,50k+,4.66666650772095,1,psyump,1,treat,1,4,-1.64000010490417,B,B,A
0,2.67000007629395,2.64000010490418,0,26.7452049255371,professionals,nevmarr,white0,bach,15t24k,3.83333325386047,2.54545450210571,psyemp,0,control,0,3,-0.0945456027984619,C,B,B
1,3,2.08999991416931,0,33.2767105102539,laborers/service wrks,nevmarr,white0,bach,15t24k,3.83333325386047,1.36363637447357,psyemp,1,treat,0,3,-0.72636353969574,C,B,B
0,4,2.35999989509583,0,24.9479446411133,manegerial,nevmarr,white0,somcol,15t24k,4.83333349227905,1.63636362552643,psyump,0,control,1,4,-0.723636269569397,B,B,A
1,4.32999992370605,1.36000001430511,1,39.4164390563965,laborers/service wrks,divrcd,white0,somcol,lt15k,5,1.09090912342072,psyemp,0,treat,1,4,-0.269090890884399,B,B,A
0,3,1.36000001430511,0,36.8465766906738,craftsmen/foremen/kindred,separtd,white0,somcol,15t24k,4.16666650772095,1.18181812763214,psyemp,0,control,1,3,-0.178181886672974,B,B,A
1,2.67000007629395,2.08999991416931,1,36.0054779052734,professionals,divrcd,white0,bach,15t24k,3.16666674613953,1.63636362552643,psyump,1,treat,0,2,-0.453636288642883,C,B,B
1,4.67000007629395,1.9099999666214,0,26.7917804718018,professionals,married,white0,bach,15t24k,4.33333349227905,2.63636374473572,psyump,1,treat,1,3,0.726363778114319,C,B,B
0,2.67000007629395,1.26999998092651,0,56.1095886230469,professionals,married,non.white1,gradwk,50k+,3.66666674613953,1.36363637447357,psyump,0,control,0,3,0.0936363935470581,C,B,B
1,3,1.29999995231628,1,35.975341796875,professionals,married,non.white1,bach,15t24k,4.5,1,psyemp,0,treat,1,4,-0.299999952316284,C,B,B
1,3.67000007629395,2,0,37.5506858825684,craftsmen/foremen/kindred,married,white0,somcol,15t24k,4.33333349227905,1.27272725105286,psyump,1,treat,1,3,-0.727272748947144,B,B,A
0,3.32999992370605,1.5,0,30.5013694763184,professionals,divrcd,white0,somcol,15t24k,3.66666674613953,1,psyemp,0,control,0,3,-0.5,B,B,A
1,1.66999995708466,1.82000005245209,1,30.3150691986084,clerical/kindred,nevmarr,white0,bach,50k+,4.66666650772095,1.18181812763214,psyump,1,treat,1,4,-0.638181924819946,C,B,B
1,1,1.36000001430511,1,26.0383567810059,craftsmen/foremen/kindred,married,non.white1,bach,40t49k,4.16666650772095,1.27272725105286,psyemp,1,treat,1,3,-0.0872727632522583,C,B,B
1,1.33000004291534,1,1,56.6082191467285,clerical/kindred,divrcd,white0,highsc,40t49k,4.83333349227905,1,psyump,1,treat,1,4,0,A,A,A
0,3,2.79999995231628,1,43.8109588623047,operatives/kindred wrks,married,white0,somcol,50k+,3.83333325386047,2.59999990463257,psyump,0,control,0,3,-0.200000047683716,B,B,A
1,2,1.36000001430511,1,49.8684921264649,clerical/kindred,divrcd,white0,bach,40t49k,4.66666650772095,1.36363637447357,psyump,1,treat,1,4,0.00363636016845703,C,B,B
0,3.32999992370605,1.54999995231628,0,25.5780830383301,manegerial,nevmarr,non.white1,somcol,15t24k,5,1.45454549789429,psyump,0,control,1,4,-0.0954544544219971,B,B,A
1,4,1.63999998569489,0,27.8027400970459,operatives/kindred wrks,nevmarr,non.white1,somcol,lt15k,3.83333325386047,2.36363625526428,psyump,0,treat,0,3,0.723636269569397,B,B,A
0,3.32999992370605,1.36000001430511,0,40.2986297607422,professionals,married,white0,somcol,25t39k,4.5,1.09090912342072,psyump,0,control,1,4,-0.269090890884399,B,B,A
1,4,2,0,47.7999992370606,manegerial,divrcd,white0,gradwk,25t39k,4.33333349227905,1.81818187236786,psyemp,0,treat,1,3,-0.181818127632141,C,B,B
0,2.67000007629395,2.35999989509583,1,45.1232872009277,manegerial,married,white0,somcol,50k+,5,1.72727274894714,psyemp,0,control,1,4,-0.632727146148682,B,B,A
1,2.67000007629395,2.73000001907349,1,39.1013717651367,professionals,divrcd,white0,bach,40t49k,4,1.54545450210571,psyemp,1,treat,1,3,-1.18454551696777,C,B,B
1,2,1.17999994754791,1,45.830135345459,laborers/service wrks,divrcd,white0,highsc,lt15k,4.33333349227905,2,psyump,0,treat,1,3,0.820000052452087,A,A,A
0,5,2.64000010490418,1,35.4575347900391,manegerial,divrcd,white0,highsc,25t39k,4,1.63636362552643,psyump,0,control,1,3,-1.00363647937775,A,A,A
1,2.67000007629395,1.9099999666214,0,57.6767120361328,craftsmen/foremen/kindred,married,white0,lt-hs,25t39k,4.16666650772095,1.09090912342072,psyemp,1,treat,1,3,-0.819090843200684,A,A,A
1,1.33000004291534,1,1,34.3780822753906,clerical/kindred,separtd,white0,highsc,50k+,5,1.09090912342072,psyemp,0,treat,1,4,0.0909091234207153,A,A,A
1,2,1.0900000333786,1,48.7863006591797,clerical/kindred,married,white0,highsc,50k+,4.33333349227905,1.09090912342072,psyump,1,treat,1,3,0.000909090042114258,A,A,A
0,3.32999992370605,2.59999990463257,1,27.739725112915,professionals,married,white0,gradwk,40t49k,4,1.72727274894714,psyemp,0,control,1,3,-0.872727155685425,C,B,B
0,1.66999995708466,1,1,24.7506847381592,clerical/kindred,nevmarr,white0,bach,lt15k,4.5,1.27272725105286,psyump,0,control,1,4,0.272727251052856,C,B,B
1,3,2.54999995231628,0,52.5506858825684,professionals,married,white0,gradwk,40t49k,3,3.18181824684143,psyump,1,treat,0,2,0.631818294525147,C,B,B
1,2.32999992370605,1.36000001430511,1,46.5260276794434,clerical/kindred,married,white0,highsc,50k+,4.83333349227905,2.09090900421143,psyemp,1,treat,1,4,0.730908989906311,A,A,A
1,2.32999992370605,1.17999994754791,0,27.6136989593506,manegerial,married,white0,somcol,15t24k,3.33333325386047,1.45454549789429,psyump,1,treat,0,2,0.274545550346375,B,B,A
0,2,1,1,43.5397262573242,clerical/kindred,married,white0,highsc,50k+,2.5,2.72727274894714,psyump,0,control,0,2,1.72727274894714,A,A,A
0,3,2.8199999332428,1,39.8383560180664,professionals,married,white0,gradwk,50k+,5,1.36363637447357,psyemp,0,control,1,4,-1.45636355876923,C,B,B
0,3.32999992370605,1.73000001907349,0,38.2630119323731,professionals,nevmarr,white0,gradwk,25t39k,5,1.81818187236786,psyump,0,control,1,4,0.0881818532943726,C,B,B
0,1.66999995708466,2.45000004768372,1,42.2712326049805,clerical/kindred,married,white0,somcol,50k+,4.16666650772095,2.36363625526428,psyump,0,control,1,3,-0.0863637924194336,B,B,A
1,2.67000007629395,1.36000001430511,0,39.4054794311523,manegerial,nevmarr,white0,gradwk,15t24k,5,2,psyump,1,treat,1,4,0.639999985694885,C,B,B
1,3.67000007629395,1.9099999666214,0,27.7753429412842,craftsmen/foremen/kindred,separtd,white0,somcol,lt15k,4.66666650772095,1.09090912342072,psyemp,1,treat,1,4,-0.819090843200684,B,B,A
0,1.66999995708466,2.73000001907349,1,52.9616432189942,manegerial,married,white0,highsc,50k+,3.83333325386047,2.45454549789429,psyump,0,control,0,3,-0.275454521179199,A,A,A
1,2.32999992370605,1.0900000333786,0,25.8575344085693,craftsmen/foremen/kindred,married,white0,highsc,40t49k,4.5,1.18181812763214,psyump,0,treat,1,4,0.09181809425354,A,A,A
0,2.67000007629395,2.45000004768372,1,53.5452041625977,clerical/kindred,widowed,white0,highsc,15t24k,4,1.36363637447357,psyemp,0,control,1,3,-1.08636367321014,A,A,A
0,3,1.36000001430511,0,45.9561653137207,craftsmen/foremen/kindred,divrcd,white0,highsc,40t49k,3.83333325386047,1.63636362552643,psyump,0,control,0,3,0.276363611221314,A,A,A
0,1.66999995708466,1.17999994754791,0,31.5972595214844,manegerial,married,white0,somcol,40t49k,3.66666674613953,1,psyemp,0,control,0,3,-0.179999947547913,B,B,A
0,2.67000007629395,1.17999994754791,0,27.0849323272705,professionals,married,white0,bach,50k+,4,1.63636362552643,psyemp,0,control,1,3,0.456363677978516,C,B,B
0,3.67000007629395,2.59999990463257,1,26.5808219909668,laborers/service wrks,married,white0,highsc,25t39k,3.5,2.81818175315857,psyump,0,control,0,3,0.218181848526001,A,A,A
1,2.67000007629395,1,1,42.1260261535645,professionals,nevmarr,white0,gradwk,25t39k,5,1,psyemp,1,treat,1,4,0,C,B,B
1,2.32999992370605,2,0,23.7095890045166,laborers/service wrks,nevmarr,white0,somcol,lt15k,3.33333325386047,2,psyump,0,treat,0,2,0,B,B,A
1,1.66999995708466,1.73000001907349,1,56.1068496704102,clerical/kindred,married,white0,lt-hs,lt15k,4,1.45454549789429,psyump,0,treat,1,3,-0.275454521179199,A,A,A
0,2.67000007629395,2,1,31.210958480835,clerical/kindred,married,white0,highsc,25t39k,4.33333349227905,1.63636362552643,psyump,0,control,1,3,-0.363636374473572,A,A,A
1,2.32999992370605,1.73000001907349,0,45.6712341308594,operatives/kindred wrks,married,white0,highsc,15t24k,4.33333349227905,1.36363637447357,psyemp,1,treat,1,3,-0.366363644599915,A,A,A
1,2.32999992370605,1.26999998092651,0,61.4739723205566,craftsmen/foremen/kindred,married,white0,highsc,50k+,3.83333325386047,1.18181812763214,psyump,0,treat,0,3,-0.0881818532943726,A,A,A
0,1.33000004291534,1.0900000333786,0,59.7616424560547,clerical/kindred,married,white0,gradwk,25t39k,3.66666674613953,1,psyump,0,control,0,3,-0.0900000333786011,C,B,B
0,4,2.1800000667572,1,37.5232887268066,manegerial,nevmarr,white0,somcol,40t49k,3.83333325386047,2.81818175315857,psyump,0,control,0,3,0.638181686401367,B,B,A
1,1.66999995708466,1.17999994754791,0,30.0328769683838,manegerial,nevmarr,white0,gradwk,15t24k,4,1.63636362552643,psyemp,1,treat,1,3,0.456363677978516,C,B,B
0,2.67000007629395,2,0,51.9780807495117,manegerial,married,white0,highsc,50k+,3.83333325386047,1.27272725105286,psyemp,0,control,0,3,-0.727272748947144,A,A,A
0,3,1.0900000333786,0,42.4137001037598,sales workers,married,white0,somcol,15t24k,5,1.09090912342072,psyemp,0,control,1,4,0.000909090042114258,B,B,A
1,2.67000007629395,2.45000004768372,0,35.2684936523438,laborers/service wrks,married,white0,somcol,15t24k,4.33333349227905,3,psyemp,0,treat,1,3,0.549999952316284,B,B,A
1,3.32999992370605,1.45000004768372,0,22.9698638916016,clerical/kindred,nevmarr,white0,highsc,25t39k,3.83333325386047,1.18181812763214,psyump,1,treat,0,3,-0.268181920051575,A,A,A
1,2.32999992370605,2,0,35.9150695800781,operatives/kindred wrks,nevmarr,white0,bach,40t49k,4.16666650772095,2.09090900421143,psyump,1,treat,1,3,0.0909090042114258,C,B,B
0,1.66999995708466,1.82000005245209,1,34.2575340270996,manegerial,nevmarr,white0,highsc,25t39k,4,1,psyump,0,control,1,3,-0.820000052452087,A,A,A
1,4.67000007629395,2,1,27.7013702392578,clerical/kindred,married,non.white1,somcol,lt15k,2.66666674613953,1.45454549789429,psyemp,1,treat,0,2,-0.545454502105713,B,B,A
1,3,1,0,35.4328765869141,professionals,married,white0,somcol,50k+,5,1,psyump,1,treat,1,4,0,B,B,A
1,3.67000007629395,1,0,41.3315086364746,manegerial,separtd,white0,bach,25t39k,5,1.18181812763214,psyemp,1,treat,1,4,0.181818127632141,C,B,B
1,1.33000004291534,1.36000001430511,0,28.9315071105957,craftsmen/foremen/kindred,nevmarr,white0,somcol,40t49k,3.5,2.27272725105286,psyemp,1,treat,0,3,0.912727236747742,B,B,A
1,1.66999995708466,1.54999995231628,1,18.687671661377,clerical/kindred,nevmarr,white0,highsc,15t24k,5,1.18181812763214,psyump,1,treat,1,4,-0.368181824684143,A,A,A
0,2,1.45000004768372,0,35.2958908081055,professionals,married,white0,bach,50k+,4.5,1.27272725105286,psyump,0,control,1,4,-0.177272796630859,C,B,B
0,3.32999992370605,1.9099999666214,0,23.1315059661865,laborers/service wrks,nevmarr,white0,highsc,lt15k,2.33333325386047,3.09090900421143,psyump,0,control,0,1,1.18090903759003,A,A,A
1,2,1.9099999666214,0,44.0547943115234,manegerial,married,white0,lt-hs,50k+,4.83333349227905,2.81818175315857,psyump,0,treat,1,4,0.90818178653717,A,A,A
1,3,2.64000010490418,1,36.5534248352051,manegerial,married,white0,somcol,40t49k,2.66666674613953,1.63636362552643,psyump,0,treat,0,2,-1.00363647937775,B,B,A
1,3.32999992370605,1.17999994754791,1,39.9698638916016,manegerial,divrcd,white0,somcol,15t24k,4.16666650772095,1.39999997615814,psyemp,1,treat,1,3,0.22000002861023,B,B,A
1,3.67000007629395,2,0,44.5369873046875,operatives/kindred wrks,divrcd,white0,lt-hs,25t39k,4,1,psyump,0,treat,1,3,-1,A,A,A
1,5,2,1,32.758903503418,professionals,nevmarr,white0,bach,15t24k,5,1.81818187236786,psyump,1,treat,1,4,-0.181818127632141,C,B,B
1,4.67000007629395,2.26999998092651,0,37.4082183837891,manegerial,married,white0,somcol,50k+,3.16666674613953,2.63636374473572,psyump,0,treat,0,2,0.366363763809204,B,B,A
1,3.67000007629395,2.91000008583069,1,24.0602741241455,manegerial,nevmarr,white0,highsc,lt15k,4.16666650772095,1.72727274894714,psyemp,0,treat,1,3,-1.18272733688355,A,A,A
0,1.66999995708466,1,0,21.4136981964111,operatives/kindred wrks,nevmarr,white0,somcol,lt15k,3.5,1.36363637447357,psyump,0,control,0,3,0.363636374473572,B,B,A
0,2.32999992370605,1,1,37.1506843566895,operatives/kindred wrks,divrcd,white0,somcol,lt15k,4,2.54545450210571,psyump,0,control,1,3,1.54545450210571,B,B,A
0,2.67000007629395,2.26999998092651,0,28.789041519165,craftsmen/foremen/kindred,married,white0,lt-hs,15t24k,2.66666674613953,1.63636362552643,psyump,0,control,0,2,-0.633636355400085,A,A,A
1,3.32999992370605,2.8199999332428,0,34.1150703430176,professionals,divrcd,white0,somcol,40t49k,4.5,2,psyump,1,treat,1,4,-0.819999933242798,B,B,A
1,3.32999992370605,1.20000004768372,0,23.0630130767822,laborers/service wrks,nevmarr,non.white1,lt-hs,lt15k,5,1,psyump,0,treat,1,4,-0.200000047683716,A,A,A
1,1.33000004291534,2,1,32.9205474853516,manegerial,married,non.white1,somcol,50k+,4.5,1.27272725105286,psyump,1,treat,1,4,-0.727272748947144,B,B,A
1,4.32999992370605,2.08999991416931,1,53.5589027404785,clerical/kindred,divrcd,white0,somcol,lt15k,4.66666650772095,2.45454549789429,psyump,0,treat,1,4,0.364545583724976,B,B,A
0,3,1.36000001430511,0,32.4054794311523,manegerial,married,white0,somcol,25t39k,5,1,psyemp,0,control,1,4,-0.360000014305115,B,B,A
0,3.32999992370605,2.79999995231628,1,39.832878112793,clerical/kindred,divrcd,non.white1,somcol,lt15k,3.66666674613953,1.81818187236786,psyump,0,control,0,3,-0.981818079948425,B,B,A
0,2,1.0900000333786,0,24.2054786682129,operatives/kindred wrks,nevmarr,non.white1,bach,lt15k,5,1,psyump,0,control,1,4,-0.0900000333786011,C,B,B
1,3,1.82000005245209,1,45.7013702392578,manegerial,divrcd,white0,somcol,50k+,4.66666650772095,2.63636374473572,psyump,0,treat,1,4,0.81636369228363,B,B,A
0,3.32999992370605,1.63999998569489,1,28.7671241760254,clerical/kindred,nevmarr,non.white1,somcol,lt15k,4.66666650772095,1.54545450210571,psyump,0,control,1,4,-0.0945454835891724,B,B,A
1,2,1.45000004768372,0,31.6657543182373,clerical/kindred,married,white0,bach,50k+,5,1.36363637447357,psyemp,1,treat,1,4,-0.086363673210144,C,B,B
1,3,2.45000004768372,0,32.7150688171387,sales workers,married,white0,gradwk,40t49k,4,1.54545450210571,psyump,0,treat,1,3,-0.904545545578003,C,B,B
1,2,1.63999998569489,0,35.2986297607422,manegerial,married,white0,highsc,50k+,4.5,1.27272725105286,psyump,1,treat,1,4,-0.367272734642029,A,A,A
1,3,2.70000004768372,1,48.9780807495117,clerical/kindred,married,white0,highsc,50k+,5,2.09090900421143,psyump,1,treat,1,4,-0.60909104347229,A,A,A
1,2.32999992370605,1.17999994754791,0,35.9808235168457,operatives/kindred wrks,separtd,white0,lt-hs,lt15k,3.83333325386047,2.45454549789429,psyump,1,treat,0,3,1.27454555034637,A,A,A
1,3.32999992370605,1.73000001907349,1,42.879451751709,laborers/service wrks,married,non.white1,highsc,50k+,4.16666650772095,1.09090912342072,psyump,0,treat,1,3,-0.639090895652771,A,A,A
0,2.32999992370605,1.17999994754791,0,26.7999992370606,manegerial,married,white0,somcol,40t49k,4.83333349227905,1.36363637447357,psyump,0,control,1,4,0.183636426925659,B,B,A
1,2.32999992370605,2,1,25.5452060699463,clerical/kindred,nevmarr,white0,lt-hs,25t39k,4,1.27272725105286,psyump,0,treat,1,3,-0.727272748947144,A,A,A
1,4.32999992370605,2.91000008583069,0,31.3890419006348,craftsmen/foremen/kindred,married,white0,lt-hs,15t24k,4.16666650772095,2.27272725105286,psyump,0,treat,1,3,-0.637272834777832,A,A,A
1,1,1.36000001430511,0,36.4191780090332,professionals,nevmarr,white0,somcol,15t24k,2.33333325386047,1.90909087657928,psyump,1,treat,0,1,0.54909086227417,B,B,A
0,3.67000007629395,2.35999989509583,1,33.6821899414063,sales workers,married,white0,somcol,25t39k,3.66666674613953,1.63636362552643,psyemp,0,control,0,3,-0.723636269569397,B,B,A
0,1.66999995708466,1,1,45.0191764831543,clerical/kindred,divrcd,white0,highsc,25t39k,5,1,psyump,0,control,1,4,0,A,A,A
1,4.32999992370605,2.54999995231628,0,41.6986312866211,craftsmen/foremen/kindred,divrcd,white0,highsc,lt15k,4.16666650772095,2.72727274894714,psyump,1,treat,1,3,0.177272796630859,A,A,A
0,2.67000007629395,1.0900000333786,0,27.9287662506104,professionals,divrcd,white0,gradwk,50k+,4.83333349227905,1.90909087657928,psyump,0,control,1,4,0.819090843200684,C,B,B
1,4,2.73000001907349,1,40.1013717651367,clerical/kindred,married,white0,gradwk,50k+,4.33333349227905,2.72727274894714,psyemp,0,treat,1,3,-0.00272727012634277,C,B,B
0,2.67000007629395,2,1,47.7780838012695,manegerial,divrcd,white0,highsc,40t49k,2.83333325386047,2,psyump,0,control,0,2,0,A,A,A
1,2.67000007629395,1.73000001907349,0,44.1890411376953,manegerial,married,white0,bach,50k+,4.33333349227905,1,psyemp,1,treat,1,3,-0.730000019073486,C,B,B
1,1.33000004291534,2.54999995231628,1,33.3315086364746,sales workers,married,white0,bach,40t49k,3.33333325386047,1.36363637447357,psyump,1,treat,0,2,-1.18636357784271,C,B,B
1,1.66999995708466,1,1,46.2986297607422,manegerial,married,white0,somcol,50k+,3.83333325386047,1,psyemp,1,treat,0,3,0,B,B,A
1,4,1.26999998092651,0,29.5780830383301,craftsmen/foremen/kindred,married,white0,highsc,50k+,5,1,psyemp,1,treat,1,4,-0.269999980926514,A,A,A
1,2.32999992370605,3,0,39.2301368713379,professionals,divrcd,white0,gradwk,25t39k,3.83333325386047,1.81818187236786,psyump,1,treat,0,3,-1.18181812763214,C,B,B
0,3.32999992370605,1.54999995231628,0,23.2000007629395,professionals,nevmarr,non.white1,somcol,25t39k,4.5,1.36363637447357,psyump,0,control,1,4,-0.186363577842712,B,B,A
1,2.32999992370605,2,1,53.1534233093262,clerical/kindred,widowed,white0,highsc,15t24k,3.33333325386047,2.90909099578857,psyump,0,treat,0,2,0.909090995788574,A,A,A
0,2.32999992370605,1.54999995231628,1,35.808219909668,clerical/kindred,nevmarr,white0,bach,25t39k,4.16666650772095,1.36363637447357,psyemp,0,control,1,3,-0.186363577842712,C,B,B
0,1.66999995708466,1.0900000333786,1,55.2876701354981,clerical/kindred,married,white0,somcol,50k+,4.33333349227905,1,psyump,0,control,1,3,-0.0900000333786011,B,B,A
1,3,1.9099999666214,0,30.6273975372315,manegerial,married,white0,somcol,50k+,4.83333349227905,1.18181812763214,psyemp,1,treat,1,4,-0.728181838989258,B,B,A
0,5,2.64000010490418,0,44.4410972595215,craftsmen/foremen/kindred,divrcd,white0,somcol,50k+,3.5,3.09090900421143,psyump,0,control,0,3,0.450908899307251,B,B,A
1,2,1.0900000333786,0,44.4575347900391,craftsmen/foremen/kindred,married,white0,highsc,25t39k,4.83333349227905,1.36363637447357,psyump,1,treat,1,4,0.273636341094971,A,A,A
1,2.67000007629395,2.64000010490418,1,44.6438369750977,sales workers,married,white0,somcol,50k+,3.83333325386047,2.45454549789429,psyemp,0,treat,0,3,-0.185454607009888,B,B,A
1,2.32999992370605,1.26999998092651,0,29.5041103363037,manegerial,married,non.white1,bach,40t49k,4,1,psyemp,1,treat,1,3,-0.269999980926514,C,B,B
0,1,1.26999998092651,1,52.0575332641602,clerical/kindred,married,white0,highsc,50k+,4.5,1.63636362552643,psyump,0,control,1,4,0.366363644599915,A,A,A
1,2.67000007629395,1.45000004768372,0,43.6164398193359,sales workers,married,white0,bach,50k+,4.5,1,psyemp,1,treat,1,4,-0.450000047683716,C,B,B
0,1.66999995708466,1.0900000333786,1,24.3589038848877,clerical/kindred,nevmarr,non.white1,somcol,50k+,4,1,psyump,0,control,1,3,-0.0900000333786011,B,B,A
0,5,1.9099999666214,0,40.1150703430176,operatives/kindred wrks,married,white0,somcol,40t49k,3,2.81818175315857,psyemp,0,control,0,2,0.90818178653717,B,B,A
1,3,3,1,42.8575325012207,laborers/service wrks,divrcd,white0,highsc,25t39k,1.16666662693024,1.90909087657928,psyemp,0,treat,0,1,-1.09090912342072,A,A,A
1,2.67000007629395,1.45000004768372,0,36.6356163024902,operatives/kindred wrks,married,white0,highsc,25t39k,3.66666674613953,1.45454549789429,psyemp,1,treat,0,3,0.00454545021057129,A,A,A
1,4.67000007629395,2.67000007629395,1,43.808219909668,manegerial,separtd,white0,highsc,lt15k,4.5,1.72727274894714,psyump,1,treat,1,4,-0.942727327346802,A,A,A
1,3.32999992370605,1.54999995231628,1,29.4493141174316,professionals,divrcd,white0,bach,25t39k,3.5,1.09090912342072,psyemp,0,treat,0,3,-0.459090828895569,C,B,B
0,2,1.9099999666214,1,34.0657539367676,clerical/kindred,married,white0,somcol,40t49k,2.83333325386047,2.27272725105286,psyump,0,control,0,2,0.362727284431458,B,B,A
1,2,1.45000004768372,1,35.5999984741211,manegerial,married,white0,highsc,50k+,5,2.63636374473572,psyemp,1,treat,1,4,1.186363697052,A,A,A
1,4.67000007629395,1.45000004768372,1,53.4931488037109,sales workers,divrcd,white0,highsc,15t24k,3.83333325386047,1.36363637447357,psyemp,1,treat,0,3,-0.086363673210144,A,A,A
0,3.67000007629395,1.26999998092651,0,33.8767127990723,laborers/service wrks,married,white0,highsc,15t24k,4.83333349227905,1.36363637447357,psyump,0,control,1,4,0.0936363935470581,A,A,A
1,4,1.63999998569489,0,26.663013458252,craftsmen/foremen/kindred,married,white0,somcol,15t24k,4.33333349227905,1.36363637447357,psyump,0,treat,1,3,-0.276363611221314,B,B,A
1,3,1,0,41.6493148803711,operatives/kindred wrks,married,white0,highsc,50k+,4.33333349227905,1,psyump,1,treat,1,3,0,A,A,A
0,3,2.73000001907349,0,26.1780815124512,professionals,nevmarr,white0,bach,25t39k,4.66666650772095,2,psyump,0,control,1,4,-0.730000019073486,C,B,B
0,2.67000007629395,2.1800000667572,1,23.5369853973389,clerical/kindred,nevmarr,white0,highsc,15t24k,5,1.63636362552643,psyemp,0,control,1,4,-0.543636441230774,A,A,A
